Register_date;IP_addr;UID;Gender;Age_group;Education_group;Ethnic_group;lineupID;suspectID;Lineup_generator;selectedCandidate;correct;Time_to_decision
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;3;10301206130703;0;12590531130403;FALSE;74.4719998836517
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;4;13430524130707;1;13430524130707;TRUE;98.7690000534058
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;5;8121007141903;3;8121007141903;TRUE;67.8140001296997
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;6;8300518161902;0;8300518161902;TRUE;49.0629999637604
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;7;8510203150012;0;8510203150012;TRUE;53.7289998531342
2018-02-16 14:36:23.584000;92.62.225.173;902532;F;20;high;white;8;10150425165030;0;10150425165030;TRUE;56.1570000648499
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;1;8061205130408;2;8061205130408;TRUE;40.731999874115
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;2;8100303170706;1;17100926130305;FALSE;24.3510000705719
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;3;10301206130703;0;12590531130403;FALSE;29.1670000553131
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;4;13430524130707;0;10470306170115;FALSE;24.4519999027252
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;5;8121007141903;0;8121007141903;TRUE;24.4270000457764
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;6;8300518161902;3;13460318140103;FALSE;39.2690000534058
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;7;8510203150012;3;11360116170403;FALSE;24.6840000152588
2018-02-16 14:58:28.400000;62.168.37.222;150680;M;70;uni;white;8;10150425165030;0;10150425165030;TRUE;34.117999792099
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;1;8061205130408;0;8061205130408;TRUE;39.25
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;2;8100303170706;3;8100303170706;TRUE;32.6879999637604
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;3;10301206130703;0;10301206130703;TRUE;47.7829999923706
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;4;13430524130707;1;13430524130707;TRUE;28.4969999790192
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;5;8121007141903;0;8121007141903;TRUE;24.4070000648499
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;6;8300518161902;1;12280421160602;FALSE;55.2960000038147
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;7;8510203150012;0;19240112170707;FALSE;52.5469999313354
2018-02-16 19:13:29.723000;37.48.55.194;630746;F;30;high;white;8;10150425165030;3;10150425165030;TRUE;56.5780000686646
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;1;8061205130408;0;9440325131505;FALSE;86.356999874115
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;2;8100303170706;0;9261102150402;FALSE;72.9879999160767
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;3;10301206130703;2;9180603080707;FALSE;53.8610000610352
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;4;13430524130707;2;20340502110704;FALSE;48.7810001373291
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;5;8121007141903;3;11031005161420;FALSE;56.4689998626709
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;6;8300518161902;0;8300518161902;TRUE;36.4750001430511
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;7;8510203150012;3;11360116170403;FALSE;58.5499999523163
2018-02-16 21:43:26.196000;109.255.32.236;325082;F;40;uni;white;8;10150425165030;0;10150425165030;TRUE;71.4619998931885
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;1;8061205130408;0;8100303170706;FALSE;58.3829998970032
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;2;8100303170706;0;9261102150402;FALSE;30.3110001087189
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;3;10301206130703;0;10301206130703;TRUE;38.2349998950958
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;4;13430524130707;3;9561025110604;FALSE;80.353000164032
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;5;8121007141903;2;8121007141903;TRUE;44.1659998893738
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;6;8300518161902;3;13460318140103;FALSE;60.2569999694824
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;7;8510203150012;1;8510203150012;TRUE;72.0340001583099
2018-02-16 23:34:18.579000;81.201.48.29;229615;F;30;uni;white;8;10150425165030;0;10150425165030;TRUE;42.5369999408722
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;1;8061205130408;1;8220803160703;FALSE;110
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;2;8100303170706;0;8100303170706;TRUE;49.5809998512268
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;3;10301206130703;2;10301206130703;TRUE;35.569000005722
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;4;13430524130707;0;10470306170115;FALSE;45.5650000572205
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;5;8121007141903;1;8121007141903;TRUE;37.8090000152588
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;6;8300518161902;3;8300518161902;TRUE;35.066999912262
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;7;8510203150012;0;10310914161801;FALSE;37.7560000419617
2018-02-17 11:57:25.584000;90.178.129.225;677732;F;30;bachelor;white;8;10150425165030;0;8300518161902;FALSE;32.6710000038147
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;1;8061205130408;0;14200825160305;FALSE;107.305999994278
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;2;8100303170706;0;11381106120106;FALSE;112.165999889374
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;3;10301206130703;3;15120516060012;FALSE;85.8550000190735
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;4;13430524130707;2;13430524130707;TRUE;98.7400000095367
